id,display,category,threat,tier_hint,habitat,tameable,source_file,description_short
hei_sha_jiao_tu,黑煞教徒众,humanoid_other,3,"[3, 7]",黑煞教据点,,bestiary_v100.json,覆灭黑煞教任务单位。
tian_xing_cheng_xun_hai,天星城巡海队,humanoid_other,3,"[5, 8]",内星海航道,,bestiary_v100.json,秩序单位。无令牌运禁物则开战。
liu_lian_dian_ke_qing,六连殿客卿打手,humanoid_other,4,"[6, 8]",乱星海势力场,,bestiary_v100.json,古长老线前后的社会敌。
xu_tian_dian_shou_shi,虚天殿守殿石像/禁制灵,humanoid_other,5,"[7, 10]",虚天殿,,bestiary_v100.json,副本机制怪。非日常刷新。
yin_ming_shou_hu,阴冥地脉守物,shi_gui,4,"[6, 9]",阴冥深处,,bestiary_v100.json,环境+怪物一体。啼魂加成区。
yun_meng_shi_jian_ying,云梦试剑影,humanoid_other,5,"[7, 10]",试剑大会,,bestiary_v100.json,试炼投影。定灵丹线。
yin_luo_zong_fa_wang,阴罗宗法王护卫,humanoid_other,5,"[8, 10]","阴罗宗,赴约战场",,bestiary_v100.json,四长老战的添头单位。
mu_lan_fa_shi,慕兰图腾法师,humanoid_other,4,"[5, 10]",慕兰草原战场,,bestiary_v100.json,战争单位。优先打断法师再打兽。
dayan_kui_lei_shou,大衍遗留傀儡兽,humanoid_other,4,"[7, 10]","极西洞府,千竹教相关",puppet_skill,bestiary_v100.json,神君线素材与战力。
xue_yan_fen_shen,血焰分身残影,gu_mo,7,"[9, 11]","坠魔谷,昆吾",,bestiary_v100.json,主魂之前的压力测试单位。
kun_wu_dian_ling,昆吾殿灵,humanoid_other,5,"[9, 11]",昆吾山殿,,bestiary_v100.json,对话权重高于掉落。
han_yan_xiu_shi,寒焰修士（小极宫）,humanoid_other,5,"[8, 10]",小极宫,,bestiary_v100.json,友可变敌。反目线掉五寒焰相关。
jin_hua_laozu_shou_wei,金花老祖护岛兽,yaoshou,5,"[8, 10]",魔湖岛外围,,bestiary_v100.json,天阙玉书残线前哨。
huo_yu_huo_ling,火狱火灵,yaoshou,5,"[8, 11]",火狱,,bestiary_v100.json,取太阳精火的门槛怪。
tian_yuan_xun_cheng,天渊巡城执法,humanoid_other,6,"[10, 12]",天渊城,,bestiary_v100.json,秩序顶格。别在城里开杀。
di_yuan_ming_lei_xiao,地渊冥雷幼兽,yaoshou,5,"[10, 11]",地渊浅层,,bestiary_v100.json,冥雷兽前置。豹麟口粮链。
xing_gong_yuan_ci_shou,星宫元磁试炼兽,yaoshou,6,"[10, 12]",星宫试炼场,,bestiary_v100.json,元磁神光教学战。
guang_han_shou_shu,广寒守树灵,plant_spirit,6,"[11, 13]",广寒界药田,,bestiary_v100.json,采药BOSS。炼神术线周边。
ma_liang_fa_xiang,马良法相残影（结构）,humanoid_other,9,13,决战副本,,bestiary_v100.json,不可当野怪。唯一战。
fang_shi_dao_xiu,坊市盗修,humanoid_other,3,"[3, 9]",各大坊市暗巷,,bestiary_v100.json,经济生态敌。财不外露相关。
bao_shi_shou_hu_quan,拍卖行护卫修,humanoid_other,5,"[6, 11]",寸金阁/晋京拍/天渊拍,,bestiary_v100.json,拍场秩序。抢劫拍卖=全图追杀。
gong_fa_shi_lian_ren,功法试炼人偶,humanoid_other,3,"[2, 12]","洞府试炼间,宗门阁",,bestiary_v100.json,安全练功对象。对应功法冲突测试。
xue_mai_chong_tu_ying,血脉冲突幻魔,shi_gui,6,"[9, 12]",惊蛰修炼走火时,,bestiary_v100.json,惊蛰乱吞真血的惩罚怪。
mo_gong_fan_shi,魔功反噬魔影,gu_mo,5,"[7, 11]",走火入魔事件,,bestiary_v100.json,玄阴/煞丹乱修惩罚。
quest_escort_bandit,押镖劫匪修士,humanoid_other,2,"[2, 7]","商道,护送任务",,bestiary_v101.json,主线外日常。杀完交镖；放走扣评价。
quest_herb_thief_beast,盗药灵貂群,yaoshou,1,"[2, 5]","药园任务,禁地边缘",,bestiary_v101.json,药园日常敌。优先驱赶可保产量。
auction_spy_xiu,拍场盯梢修,humanoid_other,3,"[5, 10]","晋京地下,寸金阁后巷",,bestiary_v101.json,买到庚精/墨金后概率刷出。反侦察可避战。
escort_sea_pirate,星海海盗结丹,humanoid_other,4,"[6, 8]",内星海航线任务,,bestiary_v101.json,护送/清剿任务单位。天星城声望相关。
war_totem_priest_elite,慕兰大祭祀,humanoid_other,6,"[8, 10]",边界大战中军,,bestiary_v101.json,赌战精英。击杀推进顶赏进度。
secret_realm_gate_beast,秘境门关兽,yaoshou,5,"[5, 11]",虚天/坠魔/昆吾入口,,bestiary_v101.json,任务链闸门怪。败则开放下一区。
tag_filter_demo_beast,标签演示：可交易妖兽,yaoshou,2,"[3, 6]",越国灵脉,,bestiary_v101.json,经济标签示例生物。掉落均可 trade。
unique_drop_forbid_boss,唯一物守护影（结构）,humanoid_other,7,"[9, 12]",剧情唯一战,,bestiary_v101.json,设计用：保证掌天瓶/八灵尺等不复制。
merit_camp_drill_beast,功勋演武兽,yaoshou,4,"[10, 12]",天渊演武场,,bestiary_v101.json,安全练功。merit_only 经济区配套。
sect_contrib_thief,盗贡献令弟子,humanoid_other,2,"[3, 6]",宗门内务任务,,bestiary_v101.json,sect_only 货币线反派。
black_market_enforcer,黑市执法傀,humanoid_other,5,"[7, 10]",晋京地下,,bestiary_v101.json,黑市秩序。抢劫摊位触发。
bond_quest_rival,道侣线情敌修,humanoid_other,4,"[6, 10]",道侣相关任务,,bestiary_v101.json,bond 标签事件。可战可智取。
summary_filler_stone_turtle,石纹龟（摘要补）,lingshou,1,"[3, 6]","灵湖,坊市放生池",True,bestiary_v101.json,低威胁祥瑞。板可刻小阵。
summary_filler_wind_weasel,疾风貂,yaoshou,3,"[4, 7]","高山,慕兰边缘",,bestiary_v101.json,身法修士素材。筋炼软甲。
summary_filler_copper_ox,铜皮灵牛,lingshou,2,"[5, 8]","矿脉牧场,宗门后勤",True,bestiary_v101.json,运输与炼体辅助。非战斗主力。
summary_filler_night_bat,夜啼蝠妖,yaoshou,2,"[3, 6]","山洞,阴冥边缘",,bestiary_v101.json,定神符克制。翼炼暗器。
summary_filler_jade_bee,玉蜂,chong,1,"[2, 5]","药园,灵花田",,bestiary_v101.json,可驯产蜜。蜜入疗伤丹辅。
summary_filler_sand_lizard,流沙蜥,yaoshou,3,"[4, 7]",南疆大漠,,bestiary_v101.json,南疆抗毒包测试怪。
summary_filler_ice_shrimp,玄冰虾,lingshou,2,"[5, 8]",北地寒潭,,bestiary_v101.json,寒药辅材。壳炼寒符纸。
summary_filler_ember_moth,烬蛾,chong,2,"[4, 7]","火狱外围,地火室事故点",,bestiary_v101.json,炼器事故衍生。粉入弄焰辅材。
summary_filler_mirror_fish,镜鳞鱼,lingshou,1,"[3, 6]","云梦湖,幻阵边",,bestiary_v101.json,破幻研究材。魅香线对照。
summary_filler_bone_vulture,白骨鹫,shi_gui,4,"[6, 9]","古战场,鬼道驻地",,bestiary_v101.json,鬼修坐骑候选。佛门克制。
summary_filler_lotus_snake,莲纹蛇,yaoshou,3,"[5, 8]","药园古池,合欢外围",,bestiary_v101.json,解毒与幻香双用胆。
summary_filler_cloud_ram,云角羊,lingshou,2,"[4, 7]","落云山,高山牧场",True,bestiary_v101.json,角炼轻身。宗门可牧。
summary_filler_void_mite,虚空螨（界面）,chong,5,"[10, 12]","广寒裂隙,破界点",,bestiary_v101.json,炼虚后威胁。破界符使用点可能引来。
summary_filler_merit_herald,功勋信使鹤,lingshou,3,"[9, 11]",天渊航线,,bestiary_v101.json,不可攻击友好单位。任务交付用。
summary_filler_chain_quest_wolf,任务链头狼,yaoshou,3,"[4, 8]",各境日常狩猎板,,bestiary_v101.json,多步狩猎链。逃跑触发下一区刷怪。
summary_filler_alchemy_fail_slime,炸炉药泥怪,plant_spirit,2,"[3, 7]",炼丹失败事件,,bestiary_v101.json,丹方失败率的具象化杂兵。
summary_filler_array_bug,噬阵蚁,chong,3,"[5, 8]","护府阵外,战场废阵",,bestiary_v101.json,阵法维护事件。不杀则聚灵阵效率降。
summary_filler_price_gouger_spirit,奸商聚灵鼠（戏）,yaoshou,1,"[2, 4]",坊市地沟（彩蛋）,,bestiary_v101.json,物价讽刺彩蛋。掉落贴 currency 标签。
road_bandit_qi,官道散修劫匪（炼气）,humanoid_other,2,"[2, 4]","太南-黄枫陆路,旅行事件",,bestiary_v102.json,遁光未成时的路遇。交买路财或战。
road_patrol_sect,七派巡路弟子,humanoid_other,2,"[3, 6]",越国官道,,bestiary_v102.json,声望友好则放行；敌对则战斗。
sea_lane_shark_pack,航道妖鲨群,yaoshou,4,"[5, 8]",天星-黑石海路,,bestiary_v102.json,法舟旅行随机。兽潮期权重×2。
teleport_array_guard,传送阵守护修,humanoid_other,4,"[6, 10]",各大传送枢纽,,bestiary_v102.json,逃票/闯阵触发。声望高可减免盘查。
border_sentry_mulan,慕兰边哨战骑,yaoshou,4,"[5, 9]",慕兰-天南边界,,bestiary_v102.json,战争状态默认敌；停战贸易后可避战。
border_sentry_tiannan,天南边军修士,humanoid_other,3,"[5, 9]",边界防线,,bestiary_v102.json,无军令禁入战区。声望盟军≥20 放行。
nether_travel_wraith,阴冥路魂,shi_gui,4,"[6, 9]",阴冥旅行线,,bestiary_v102.json,法力异常区路遇。啼魂降威胁。
cold_road_ice_wolf,北地雪道冰狼,yaoshou,4,"[6, 9]",晋京-小极宫雪道,,bestiary_v102.json,极寒旅行。需寒抗。
fire_road_ember_hound,火狱烟道炎犬,yaoshou,5,"[7, 10]",火狱外围路径,,bestiary_v102.json,取太阳精火路上的门槛。
reputation_bounty_hunter,声望通缉猎修,humanoid_other,5,"[4, 11]",任意枢纽（敌对时）,,bestiary_v102.json,势力声望≤-40 时刷新。易容可暂避。
exalted_escort_elite,崇敬级护卫（友）,humanoid_other,0,"[7, 11]",声望 exalted 任务,,bestiary_v102.json,声望≥81 的友好单位。可作旅行护卫。
black_market_tail,黑市尾随杀手,humanoid_other,5,"[8, 10]",晋京地下出口,,bestiary_v102.json,拍下庚精/墨金后高概率。声望地下高则降权。
yunmeng_sword_road_shade,云梦剑道残影,humanoid_other,4,"[7, 9]",赴云梦山道,,bestiary_v102.json,圣地声望≥10 才刷友好试炼；否则当敌。
void_rift_lurker,节点裂隙潜伏兽,yaoshou,6,"[10, 12]",飞升节点附近,,bestiary_v102.json,破界前清场怪。无详尽节点时更危。
tianyuan_customs_inspector,天渊关卡司察,humanoid_other,6,"[10, 12]",天渊入口,,bestiary_v102.json,飞升后第一关。声望0即可注册；负声望扣押。
diyuan_convoy_ambush,地渊运补伏击暗兽,yaoshou,6,"[10, 12]",天渊-地渊补给线,,bestiary_v102.json,地渊军功日常。声望军体系越高任务档越高。
guanghan_road_ice_elemental,广寒路冰元灵,humanoid_other,6,"[11, 13]",赴广寒界途,,bestiary_v102.json,界面旅行威胁。火道优。
ng_plus_echo_self,轮回残响（己影）,humanoid_other,5,随玩家,NG+ 关键节点,,bestiary_v102.json,多周目专属。只给阅历不给通天复制。
economy_audit_specter,天道审计虚影（结构）,humanoid_other,7,12,绿液滥用触发,,bestiary_v102.json,防炸经济具象。批量抛售万年草时出现。
liquid_overuse_bane,药园反噬藤怪,plant_spirit,4,"[6, 10]",绿液超帽药园,,bestiary_v102.json,瓶规则违反的软惩罚怪。
insect_swarm_softcap,噬金失控集群（警告态）,chong,5,"[7, 11]",虫群超软顶时,,bestiary_v102.json,虫群软顶机制。需收编或献祭数量。
route_storm_spirit,航路风暴灵,yaoshou,5,"[8, 11]",外星海风暴带,,bestiary_v102.json,海图可绕行。风雷翅降风险。
hub_pickpocket_spirit_mouse,枢纽灵窃鼠,yaoshou,1,"[2, 5]",天星/晋京/天渊坊市,,bestiary_v102.json,城市旅行彩蛋。神识高可反杀。
faction_duel_enforcer,势力决斗监礼,humanoid_other,4,"[7, 10]",声望任务决斗场,,bestiary_v102.json,友好~崇敬声望任务用。
zi_ling_escort_demon,魔陀护送魔修,humanoid_other,5,"[9, 11]",紫灵线旅行,,bestiary_v102.json,bond 紫灵阈值决定敌友。
tianlan_omen_beast,天澜征兆兽,lingshou,1,"[8, 10]",天澜契约线,,bestiary_v102.json,圣兽 bond≥40 出现。
legacy_dayan_echo,大衍遗产考校傀,humanoid_other,4,"[8, 10]",极西洞府,,bestiary_v102.json,dayan_legacy 声望门槛怪。
feisheng_gate_keeper,飞升门关影,humanoid_other,6,"[10, 12]",飞升节点,,bestiary_v102.json,资料残缺则开战；详尽则对话通过。
minghe_ferry_shade,冥河渡影,shi_gui,7,"[12, 14]",冥河,,bestiary_v102.json,大乘旅行终点单位。非普通野怪。
map_fog_revealer_moth,破雾灵蛾（NG+）,chong,0,"[1, 3]",NG+ 开局附近,,bestiary_v102.json,多周目继承奖励的生态表达。不给灵石。
handbook_demo_spirit_deer,手册示例·灵角鹿,lingshou,1,"[2, 5]","越国灵脉浅层,药园边缘",True,bestiary_v103.json,策划手册「词条怎么写」示例。低威胁、可驯、掉落全 trade，适合教程任务。
alias_yin_yue_xue_hu,雪云狐（银月相关）,lingshou,4,"[6, 9]","雪原,尸魈事件边缘",,bestiary_v103.json,别名表银月线的野外对照种。高智个体可入 bond，勿当普通刷皮。
numeric_anchor_t6_beast,数值锚·六级妖兽模板,yaoshou,4,"[6, 6]",通用野区,,bestiary_v103.json,物价与掉落平衡用模板，非固定原著指名兽。
numeric_anchor_t8_beast,数值锚·八级妖兽模板,yaoshou,5,"[8, 8]",外海/大晋深层,,bestiary_v103.json,结丹后期~元婴前标尺。
glossary_kunpeng_sighting,鲲鹏掠影（目击）,zhenling,9,"[12, 14]",外星海极深处事件,,bestiary_v103.json,真灵不进日常刷。仅事件与别名检索用。
glossary_jin_jiao_wang_echo,金蛟王余威（海域）,yaoshou,7,"[10, 11]",金蛟王事件海域,,bestiary_v103.json,具名级。对应别名表与时间线。
designer_slice_blood_guard,制作切片·禁地药田卫,yaoshou,3,"[4, 6]",血色禁地四主药点,,bestiary_v103.json,手册「炼气→筑基切片」推荐第一只精英。
designer_slice_sea_hunter,制作切片·星海猎手兽,yaoshou,4,"[6, 8]",内星海,,bestiary_v103.json,「筑基→结丹切片」日常猎材。
designer_slice_xutian_trial,制作切片·虚天试炼灵,humanoid_other,5,"[7, 9]",虚天殿外殿,,bestiary_v103.json,「结丹→元婴切片」秘境闸。
designer_slice_border_rider,制作切片·边军斥候骑,humanoid_other,3,"[5, 8]",边界,,bestiary_v103.json,赌战切片友军/任务单位。
designer_slice_kunwu_shade,制作切片·昆吾影侍,humanoid_other,5,"[9, 10]",昆吾山道,,bestiary_v103.json,元婴中盘飞升前切片。
designer_slice_diyuan_scout,制作切片·地渊侦察兽,yaoshou,5,"[10, 11]",地渊浅层,,bestiary_v103.json,灵界切片入门敌。
alias_search_mo_jiao,墨蛟（别名检索完整向）,yaoshou,4,"[5, 8]","血色禁地水域,越国深潭",,bestiary_v103.json,韩立南宫婉线相关。定点精英，权重低。
alias_search_yinchi_yecha,银翅夜叉（检索完整）,shi_gui,6,"[9, 11]",阴阳窟深层,,bestiary_v103.json,培婴线高危。阴芝马优先于硬刚此物。
alias_search_huo_chan,火蟾兽（检索完整）,yaoshou,4,"[7, 9]",坠魔外谷,,bestiary_v103.json,坠魔切片常见。丹可入火系炼器。
alias_search_ying_li,婴鲤兽（检索完整）,yaoshou,4,"[6, 8]",乱星海,,bestiary_v103.json,六连殿邀猎相关。结丹期海材。
redline_no_farm_tihun_wild,红线示例·不可野刷啼魂,lingshou,0,"[7, 10]",,,bestiary_v103.json,设计备忘实体化：啼魂仅剧情/养成，不进 region_spawn 日常。
redline_no_farm_shijin_wild,红线示例·不可野刷噬金成灾,chong,0,"[5, 12]",,,bestiary_v103.json,噬金只养成线。野区 weight=0。
onepager_threat1_critter,威胁1·田鼠妖,yaoshou,1,"[1, 2]","凡人田,外门药圃",,bestiary_v103.json,数值一页 threat 指南示例。
onepager_threat5_core,威胁5·结丹海獒,yaoshou,5,"[7, 8]",内星海外围,,bestiary_v103.json,结丹标尺示例。
onepager_threat7_nascent,威胁7·元婴巡海妖修,humanoid_other,7,"[9, 10]",外星海,,bestiary_v103.json,元婴 threat 指南示例。高智可对话。
glossary_xue_yan_boss,血焰（古魔）,gu_mo,8,"[10, 12]",坠魔/昆吾事件,,bestiary_v103.json,别名表 boss。主线压力源，非日常。
glossary_yuan_cha_boss,元刹,gu_mo,8,"[11, 12]",昆吾,,bestiary_v103.json,昆吾顶层敌对结构。
handbook_vendor_spirit_crane,坊市信使鹤（友好）,lingshou,0,"[3, 6]",各大坊市,sect_or_shop,bestiary_v103.json,经济系统友好单位。手册经济章示例。
handbook_auction_golem,拍卖行禁制傀,humanoid_other,5,"[7, 10]",寸金阁/晋京拍场,,bestiary_v103.json,抢拍触发。对应 never 抢唯一物规则。
slice_foundation_mine_rat,灵矿巨鼠（筑基切片）,yaoshou,3,"[4, 6]",灵矿地道,,bestiary_v103.json,地道三宝线前置杂兵。
slice_core_star_jellyfish,星海水母妖（结丹切片）,yaoshou,3,"[5, 7]",内星海,,bestiary_v103.json,天星立足期安全练级向。
slice_nascent_gumo_remnant,古魔残魄（元婴切片）,gu_mo,5,"[8, 10]",坠魔/魔渊/昆吾,,bestiary_v103.json,中盘魔气压力。佛门/八灵相关克制叙事。
slice_deity_lei_beast,灵界雷兽幼（化神切片）,yaoshou,5,"[10, 11]",地渊/雷脉,,bestiary_v103.json,天渊功勋任务友好。
glossary_feng_xi_true,风希（真灵级事件）,zhenling,8,"[11, 13]",事件定点,,bestiary_v103.json,具名真灵。weight=0 日常，仅剧情。
blood_mist_serpent,血雾藤蛇,yaoshou,2,"[2, 4]",血色禁地外圈血雾林,,bestiary_v104.json,禁地外圈常见。定神+解毒即可；群居时优先清雾。
blood_herb_boar,药田血鬃豕,yaoshou,3,"[3, 5]",血色禁地药田环带,,bestiary_v104.json,药点争夺的兽祸。击杀过猛可能毁田，叙事上降产量。
blood_field_guardian_elite,四主药田大卫,yaoshou,4,"[4, 6]",玉髓芝/紫猴花/天灵果/千年灵草点,,bestiary_v104.json,禁地经济精英。一兽一田；清卫后短暂可采，同窗期枯竭。
blood_forbidden_disciple_elite,禁地他派精英弟子,humanoid_other,3,"[3, 6]",中环争夺带,,bestiary_v104.json,人祸主体。可交涉分药；杀之结派仇。
blood_ancient_seal_wisp,禁地古禁残灵,humanoid_other,5,"[5, 7]",内圈古禁残区,,bestiary_v104.json,内圈风险源。非必打；贪奇物者常栽。
blood_silver_bug_swarm,银色飞虫群（禁地）,chong,3,"[3, 6]","内圈偶发,奇物点",,bestiary_v104.json,奇物级遭遇。可研究不可当日常刷；与噬金叙事区分。
blood_pool_water_wraith,墨潭水魅,shi_gui,3,"[3, 5]",墨蛟水潭带,,bestiary_v104.json,水潭采集前奏。阳符/雷符有效；深水引墨蛟。
blood_mo_jiao_adult,禁地墨蛟（成体）,yaoshou,5,"[5, 8]",血色禁地墨蛟水潭,,bestiary_v104.json,禁地招牌精英。可联手；独战需结丹级准备或智取。
xutian_stone_colossus,虚天守殿石像,humanoid_other,5,"[7, 9]",虚天殿外殿,,bestiary_v104.json,外殿过滤器。破核或破阵眼；蛮力硬抗耗药。
xutian_seal_spirit,虚天禁制灵,humanoid_other,6,"[7, 10]",虚天殿廊道/门关,,bestiary_v104.json,机制怪。噬金/破禁手段有效；纯堆攻慢。
xutian_garden_keeper,殿中药苑守兽,yaoshou,5,"[6, 8]",虚天殿药苑残,,bestiary_v104.json,九曲灵参点守卫。优先控场再寻参。
xutian_living_ginseng_flee,九曲活参（逃窜态）,plant_spirit,4,"[6, 8]",虚天药苑,bond_qu_er_line,bestiary_v104.json,曲儿线。活捕用禁土/麝兰类诱饵结构；杀死降价值。
xutian_core_contest_xiu,虚天核心夺宝修士,humanoid_other,6,"[7, 10]",核心宝库,,bestiary_v104.json,真正的敌人往往是人。unique 池竞争。
xutian_palace_spirit_judge,虚天殿灵（考校）,humanoid_other,5,"[8, 10]",核心前殿,,bestiary_v104.json,对话权重大。强攻可能锁死宝库。
xutian_escape_hunter,殿外追杀队头目,humanoid_other,6,"[8, 10]",撤离廊/殿外,,bestiary_v104.json,夺鼎/夺焰后高概率。风雷翅与敛息降权。
zhuimo_ember_toad,坠魔火蟾（外谷）,yaoshou,4,"[7, 9]",坠魔谷外谷,,bestiary_v104.json,外谷稳定产。火抗必备；皮可炼火甲。
zhuimo_gangyin_scarab,罡银沙甲虫,chong,3,"[6, 8]",坠魔外谷沙地,,bestiary_v104.json,沙矿虫。清群可稳定收沙。
zhuimo_rift_flame_hound,裂谷炎獒,yaoshou,5,"[7, 9]",坠魔中裂谷,,bestiary_v104.json,中裂谷门槛。扇法线索区常见。
zhuimo_inner_gumo_wraith,内谷古魔残魄,gu_mo,6,"[8, 10]",坠魔内谷,,bestiary_v104.json,内谷常驻压力。佛门/净魔/速切有效。
